,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,result
393,27650,27653,27635,27613,27631,27648,27661,27662,27669,27644,27642
394,27653,27635,27613,27631,27648,27661,27662,27669,27644,27642,27650
395,27635,27613,27631,27648,27661,27662,27669,27644,27642,27650,27665
396,27613,27631,27648,27661,27662,27669,27644,27642,27650,27665,27668
397,27631,27648,27661,27662,27669,27644,27642,27650,27665,27668,27672
398,27648,27661,27662,27669,27644,27642,27650,27665,27668,27672,27674
399,27661,27662,27669,27644,27642,27650,27665,27668,27672,27674,27678
400,27662,27669,27644,27642,27650,27665,27668,27672,27674,27678,27670
401,27669,27644,27642,27650,27665,27668,27672,27674,27678,27670,27656
402,27644,27642,27650,27665,27668,27672,27674,27678,27670,27656,27662
403,27642,27650,27665,27668,27672,27674,27678,27670,27656,27662,27696
404,27650,27665,27668,27672,27674,27678,27670,27656,27662,27696,27703
405,27665,27668,27672,27674,27678,27670,27656,27662,27696,27703,27695
406,27668,27672,27674,27678,27670,27656,27662,27696,27703,27695,27694
407,27672,27674,27678,27670,27656,27662,27696,27703,27695,27694,27690
408,27674,27678,27670,27656,27662,27696,27703,27695,27694,27690,27682
409,27678,27670,27656,27662,27696,27703,27695,27694,27690,27682,27660
410,27670,27656,27662,27696,27703,27695,27694,27690,27682,27660,27656
411,27656,27662,27696,27703,27695,27694,27690,27682,27660,27656,27659
412,27662,27696,27703,27695,27694,27690,27682,27660,27656,27659,27689
413,27696,27703,27695,27694,27690,27682,27660,27656,27659,27689,27695
414,27703,27695,27694,27690,27682,27660,27656,27659,27689,27695,27708
415,27695,27694,27690,27682,27660,27656,27659,27689,27695,27708,27710
416,27694,27690,27682,27660,27656,27659,27689,27695,27708,27710,27720
417,27690,27682,27660,27656,27659,27689,27695,27708,27710,27720,27715
418,27682,27660,27656,27659,27689,27695,27708,27710,27720,27715,27716
419,27660,27656,27659,27689,27695,27708,27710,27720,27715,27716,27718
420,27656,27659,27689,27695,27708,27710,27720,27715,27716,27718,27728
421,27659,27689,27695,27708,27710,27720,27715,27716,27718,27728,27728
422,27689,27695,27708,27710,27720,27715,27716,27718,27728,27728,27727
423,27695,27708,27710,27720,27715,27716,27718,27728,27728,27727,27755
424,27708,27710,27720,27715,27716,27718,27728,27728,27727,27755,27744
425,27710,27720,27715,27716,27718,27728,27728,27727,27755,27744,27742
426,27720,27715,27716,27718,27728,27728,27727,27755,27744,27742,27744
427,27715,27716,27718,27728,27728,27727,27755,27744,27742,27744,27741
428,27716,27718,27728,27728,27727,27755,27744,27742,27744,27741,27741
429,27718,27728,27728,27727,27755,27744,27742,27744,27741,27741,27734
430,27728,27728,27727,27755,27744,27742,27744,27741,27741,27734,27731
431,27728,27727,27755,27744,27742,27744,27741,27741,27734,27731,27738
432,27727,27755,27744,27742,27744,27741,27741,27734,27731,27738,27723
433,27755,27744,27742,27744,27741,27741,27734,27731,27738,27723,27723
434,27744,27742,27744,27741,27741,27734,27731,27738,27723,27723,27721
435,27742,27744,27741,27741,27734,27731,27738,27723,27723,27721,27706
436,27744,27741,27741,27734,27731,27738,27723,27723,27721,27706,27698
437,27741,27741,27734,27731,27738,27723,27723,27721,27706,27698,27698
438,27741,27734,27731,27738,27723,27723,27721,27706,27698,27698,27695
439,27734,27731,27738,27723,27723,27721,27706,27698,27698,27695,27686
440,27731,27738,27723,27723,27721,27706,27698,27698,27695,27686,27692
441,27738,27723,27723,27721,27706,27698,27698,27695,27686,27692,27683
442,27723,27723,27721,27706,27698,27698,27695,27686,27692,27683,27690
443,27723,27721,27706,27698,27698,27695,27686,27692,27683,27690,27690
444,27721,27706,27698,27698,27695,27686,27692,27683,27690,27690,27661
445,27706,27698,27698,27695,27686,27692,27683,27690,27690,27661,27663
446,27698,27698,27695,27686,27692,27683,27690,27690,27661,27663,27664
447,27698,27695,27686,27692,27683,27690,27690,27661,27663,27664,27643
448,27695,27686,27692,27683,27690,27690,27661,27663,27664,27643,27642
449,27686,27692,27683,27690,27690,27661,27663,27664,27643,27642,27641
450,27692,27683,27690,27690,27661,27663,27664,27643,27642,27641,27651
451,27683,27690,27690,27661,27663,27664,27643,27642,27641,27651,27662
452,27690,27690,27661,27663,27664,27643,27642,27641,27651,27662,27670
453,27690,27661,27663,27664,27643,27642,27641,27651,27662,27670,27680
454,27661,27663,27664,27643,27642,27641,27651,27662,27670,27680,27670
455,27663,27664,27643,27642,27641,27651,27662,27670,27680,27670,27674
456,27664,27643,27642,27641,27651,27662,27670,27680,27670,27674,27659
457,27643,27642,27641,27651,27662,27670,27680,27670,27674,27659,27665
458,27642,27641,27651,27662,27670,27680,27670,27674,27659,27665,27672
459,27641,27651,27662,27670,27680,27670,27674,27659,27665,27672,27676
460,27651,27662,27670,27680,27670,27674,27659,27665,27672,27676,27680
461,27662,27670,27680,27670,27674,27659,27665,27672,27676,27680,27694
462,27670,27680,27670,27674,27659,27665,27672,27676,27680,27694,27692
463,27680,27670,27674,27659,27665,27672,27676,27680,27694,27692,27673
464,27670,27674,27659,27665,27672,27676,27680,27694,27692,27673,27660
465,27674,27659,27665,27672,27676,27680,27694,27692,27673,27660,27644
466,27659,27665,27672,27676,27680,27694,27692,27673,27660,27644,27644
467,27665,27672,27676,27680,27694,27692,27673,27660,27644,27644,27630
468,27672,27676,27680,27694,27692,27673,27660,27644,27644,27630,27627
469,27676,27680,27694,27692,27673,27660,27644,27644,27630,27627,27625
470,27680,27694,27692,27673,27660,27644,27644,27630,27627,27625,27615
471,27694,27692,27673,27660,27644,27644,27630,27627,27625,27615,27596
472,27692,27673,27660,27644,27644,27630,27627,27625,27615,27596,27612
473,27673,27660,27644,27644,27630,27627,27625,27615,27596,27612,27624
474,27660,27644,27644,27630,27627,27625,27615,27596,27612,27624,27631
475,27644,27644,27630,27627,27625,27615,27596,27612,27624,27631,27635
476,27644,27630,27627,27625,27615,27596,27612,27624,27631,27635,27630
477,27630,27627,27625,27615,27596,27612,27624,27631,27635,27630,27643
478,27627,27625,27615,27596,27612,27624,27631,27635,27630,27643,27633
479,27625,27615,27596,27612,27624,27631,27635,27630,27643,27633,27651
480,27615,27596,27612,27624,27631,27635,27630,27643,27633,27651,27623
481,27596,27612,27624,27631,27635,27630,27643,27633,27651,27623,27630
482,27612,27624,27631,27635,27630,27643,27633,27651,27623,27630,27646
483,27624,27631,27635,27630,27643,27633,27651,27623,27630,27646,27661
484,27631,27635,27630,27643,27633,27651,27623,27630,27646,27661,27669
485,27635,27630,27643,27633,27651,27623,27630,27646,27661,27669,27678
486,27630,27643,27633,27651,27623,27630,27646,27661,27669,27678,27676
487,27643,27633,27651,27623,27630,27646,27661,27669,27678,27676,27680
488,27633,27651,27623,27630,27646,27661,27669,27678,27676,27680,27672
489,27651,27623,27630,27646,27661,27669,27678,27676,27680,27672,27673
490,27623,27630,27646,27661,27669,27678,27676,27680,27672,27673,27679
491,27630,27646,27661,27669,27678,27676,27680,27672,27673,27679,27674
492,27646,27661,27669,27678,27676,27680,27672,27673,27679,27674,27689
493,27661,27669,27678,27676,27680,27672,27673,27679,27674,27689,27686
494,27669,27678,27676,27680,27672,27673,27679,27674,27689,27686,27680
495,27678,27676,27680,27672,27673,27679,27674,27689,27686,27680,27678
496,27676,27680,27672,27673,27679,27674,27689,27686,27680,27678,27682
497,27680,27672,27673,27679,27674,27689,27686,27680,27678,27682,27671
498,27672,27673,27679,27674,27689,27686,27680,27678,27682,27671,27678
499,27673,27679,27674,27689,27686,27680,27678,27682,27671,27678,27675
500,27679,27674,27689,27686,27680,27678,27682,27671,27678,27675,27686
501,27674,27689,27686,27680,27678,27682,27671,27678,27675,27686,27703
502,27689,27686,27680,27678,27682,27671,27678,27675,27686,27703,27711
503,27686,27680,27678,27682,27671,27678,27675,27686,27703,27711,27702
504,27680,27678,27682,27671,27678,27675,27686,27703,27711,27702,27703
505,27678,27682,27671,27678,27675,27686,27703,27711,27702,27703,27695
506,27682,27671,27678,27675,27686,27703,27711,27702,27703,27695,27695
507,27671,27678,27675,27686,27703,27711,27702,27703,27695,27695,27691
508,27678,27675,27686,27703,27711,27702,27703,27695,27695,27691,27691
509,27675,27686,27703,27711,27702,27703,27695,27695,27691,27691,27698
510,27686,27703,27711,27702,27703,27695,27695,27691,27691,27698,27690
511,27703,27711,27702,27703,27695,27695,27691,27691,27698,27690,27698
512,27711,27702,27703,27695,27695,27691,27691,27698,27690,27698,27695
513,27702,27703,27695,27695,27691,27691,27698,27690,27698,27695,27699
514,27703,27695,27695,27691,27691,27698,27690,27698,27695,27699,27708
515,27695,27695,27691,27691,27698,27690,27698,27695,27699,27708,27699
516,27695,27691,27691,27698,27690,27698,27695,27699,27708,27699,27703
517,27691,27691,27698,27690,27698,27695,27699,27708,27699,27703,27704
518,27691,27698,27690,27698,27695,27699,27708,27699,27703,27704,27709
519,27698,27690,27698,27695,27699,27708,27699,27703,27704,27709,27726
520,27690,27698,27695,27699,27708,27699,27703,27704,27709,27726,27726
521,27698,27695,27699,27708,27699,27703,27704,27709,27726,27726,27730
522,27695,27699,27708,27699,27703,27704,27709,27726,27726,27730,27728
523,27699,27708,27699,27703,27704,27709,27726,27726,27730,27728,27730
524,27708,27699,27703,27704,27709,27726,27726,27730,27728,27730,27720
525,27699,27703,27704,27709,27726,27726,27730,27728,27730,27720,27710
526,27703,27704,27709,27726,27726,27730,27728,27730,27720,27710,27692
527,27704,27709,27726,27726,27730,27728,27730,27720,27710,27692,27694
528,27709,27726,27726,27730,27728,27730,27720,27710,27692,27694,27686
529,27726,27726,27730,27728,27730,27720,27710,27692,27694,27686,27675
530,27726,27730,27728,27730,27720,27710,27692,27694,27686,27675,27688
531,27730,27728,27730,27720,27710,27692,27694,27686,27675,27688,27693
532,27728,27730,27720,27710,27692,27694,27686,27675,27688,27693,27691
533,27730,27720,27710,27692,27694,27686,27675,27688,27693,27691,27688
534,27720,27710,27692,27694,27686,27675,27688,27693,27691,27688,27665
535,27710,27692,27694,27686,27675,27688,27693,27691,27688,27665,27658
536,27692,27694,27686,27675,27688,27693,27691,27688,27665,27658,27641
537,27694,27686,27675,27688,27693,27691,27688,27665,27658,27641,27634
538,27686,27675,27688,27693,27691,27688,27665,27658,27641,27634,27646
539,27675,27688,27693,27691,27688,27665,27658,27641,27634,27646,27650
540,27688,27693,27691,27688,27665,27658,27641,27634,27646,27650,27656
541,27693,27691,27688,27665,27658,27641,27634,27646,27650,27656,27660
542,27691,27688,27665,27658,27641,27634,27646,27650,27656,27660,27663
543,27688,27665,27658,27641,27634,27646,27650,27656,27660,27663,27662
544,27665,27658,27641,27634,27646,27650,27656,27660,27663,27662,27676
545,27658,27641,27634,27646,27650,27656,27660,27663,27662,27676,27668
546,27641,27634,27646,27650,27656,27660,27663,27662,27676,27668,27642
547,27634,27646,27650,27656,27660,27663,27662,27676,27668,27642,27639
548,27646,27650,27656,27660,27663,27662,27676,27668,27642,27639,27660
549,27650,27656,27660,27663,27662,27676,27668,27642,27639,27660,27668
550,27656,27660,27663,27662,27676,27668,27642,27639,27660,27668,27685
551,27660,27663,27662,27676,27668,27642,27639,27660,27668,27685,27670
552,27663,27662,27676,27668,27642,27639,27660,27668,27685,27670,27672
553,27662,27676,27668,27642,27639,27660,27668,27685,27670,27672,27685
554,27676,27668,27642,27639,27660,27668,27685,27670,27672,27685,27687
555,27668,27642,27639,27660,27668,27685,27670,27672,27685,27687,27682
556,27642,27639,27660,27668,27685,27670,27672,27685,27687,27682,27693
557,27639,27660,27668,27685,27670,27672,27685,27687,27682,27693,27709
558,27660,27668,27685,27670,27672,27685,27687,27682,27693,27709,27723
559,27668,27685,27670,27672,27685,27687,27682,27693,27709,27723,27726
560,27685,27670,27672,27685,27687,27682,27693,27709,27723,27726,27715
561,27670,27672,27685,27687,27682,27693,27709,27723,27726,27715,27707
562,27672,27685,27687,27682,27693,27709,27723,27726,27715,27707,27709
563,27685,27687,27682,27693,27709,27723,27726,27715,27707,27709,27685
564,27687,27682,27693,27709,27723,27726,27715,27707,27709,27685,27680
565,27682,27693,27709,27723,27726,27715,27707,27709,27685,27680,27677
566,27693,27709,27723,27726,27715,27707,27709,27685,27680,27677,27665
567,27709,27723,27726,27715,27707,27709,27685,27680,27677,27665,27674
568,27723,27726,27715,27707,27709,27685,27680,27677,27665,27674,27693
569,27726,27715,27707,27709,27685,27680,27677,27665,27674,27693,27698
570,27715,27707,27709,27685,27680,27677,27665,27674,27693,27698,27702
571,27707,27709,27685,27680,27677,27665,27674,27693,27698,27702,27711
572,27709,27685,27680,27677,27665,27674,27693,27698,27702,27711,27712
573,27685,27680,27677,27665,27674,27693,27698,27702,27711,27712,27711
574,27680,27677,27665,27674,27693,27698,27702,27711,27712,27711,27715
575,27677,27665,27674,27693,27698,27702,27711,27712,27711,27715,27709
576,27665,27674,27693,27698,27702,27711,27712,27711,27715,27709,27715
577,27674,27693,27698,27702,27711,27712,27711,27715,27709,27715,27720
578,27693,27698,27702,27711,27712,27711,27715,27709,27715,27720,27727
579,27698,27702,27711,27712,27711,27715,27709,27715,27720,27727,27752
580,27702,27711,27712,27711,27715,27709,27715,27720,27727,27752,27761
581,27711,27712,27711,27715,27709,27715,27720,27727,27752,27761,27745
582,27712,27711,27715,27709,27715,27720,27727,27752,27761,27745,27763
583,27711,27715,27709,27715,27720,27727,27752,27761,27745,27763,27800
584,27715,27709,27715,27720,27727,27752,27761,27745,27763,27800,27793
585,27709,27715,27720,27727,27752,27761,27745,27763,27800,27793,27791
586,27715,27720,27727,27752,27761,27745,27763,27800,27793,27791,27799
587,27720,27727,27752,27761,27745,27763,27800,27793,27791,27799,27781
588,27727,27752,27761,27745,27763,27800,27793,27791,27799,27781,27772
589,27752,27761,27745,27763,27800,27793,27791,27799,27781,27772,27771
590,27761,27745,27763,27800,27793,27791,27799,27781,27772,27771,27771
591,27745,27763,27800,27793,27791,27799,27781,27772,27771,27771,27761
592,27763,27800,27793,27791,27799,27781,27772,27771,27771,27761,27757
593,27800,27793,27791,27799,27781,27772,27771,27771,27761,27757,27768
594,27793,27791,27799,27781,27772,27771,27771,27761,27757,27768,27754
595,27791,27799,27781,27772,27771,27771,27761,27757,27768,27754,27775
596,27799,27781,27772,27771,27771,27761,27757,27768,27754,27775,27778
597,27781,27772,27771,27771,27761,27757,27768,27754,27775,27778,27774
598,27772,27771,27771,27761,27757,27768,27754,27775,27778,27774,27804
599,27771,27771,27761,27757,27768,27754,27775,27778,27774,27804,27848
600,27771,27761,27757,27768,27754,27775,27778,27774,27804,27848,27832
601,27761,27757,27768,27754,27775,27778,27774,27804,27848,27832,27827
602,27757,27768,27754,27775,27778,27774,27804,27848,27832,27827,27819
603,27768,27754,27775,27778,27774,27804,27848,27832,27827,27819,27826
604,27754,27775,27778,27774,27804,27848,27832,27827,27819,27826,27825
605,27775,27778,27774,27804,27848,27832,27827,27819,27826,27825,27856
606,27778,27774,27804,27848,27832,27827,27819,27826,27825,27856,27865
607,27774,27804,27848,27832,27827,27819,27826,27825,27856,27865,27870
608,27804,27848,27832,27827,27819,27826,27825,27856,27865,27870,27877
609,27848,27832,27827,27819,27826,27825,27856,27865,27870,27877,27904
610,27832,27827,27819,27826,27825,27856,27865,27870,27877,27904,27884
611,27827,27819,27826,27825,27856,27865,27870,27877,27904,27884,27899
612,27819,27826,27825,27856,27865,27870,27877,27904,27884,27899,27894
613,27826,27825,27856,27865,27870,27877,27904,27884,27899,27894,27886
614,27825,27856,27865,27870,27877,27904,27884,27899,27894,27886,27884
615,27856,27865,27870,27877,27904,27884,27899,27894,27886,27884,27880
616,27865,27870,27877,27904,27884,27899,27894,27886,27884,27880,27869
617,27870,27877,27904,27884,27899,27894,27886,27884,27880,27869,27884
618,27877,27904,27884,27899,27894,27886,27884,27880,27869,27884,27906
619,27904,27884,27899,27894,27886,27884,27880,27869,27884,27906,27888
620,27884,27899,27894,27886,27884,27880,27869,27884,27906,27888,27883
621,27899,27894,27886,27884,27880,27869,27884,27906,27888,27883,27869
622,27894,27886,27884,27880,27869,27884,27906,27888,27883,27869,27878
623,27886,27884,27880,27869,27884,27906,27888,27883,27869,27878,27867
624,27884,27880,27869,27884,27906,27888,27883,27869,27878,27867,27867
625,27880,27869,27884,27906,27888,27883,27869,27878,27867,27867,27860
626,27869,27884,27906,27888,27883,27869,27878,27867,27867,27860,27870
627,27884,27906,27888,27883,27869,27878,27867,27867,27860,27870,27867
628,27906,27888,27883,27869,27878,27867,27867,27860,27870,27867,27869
629,27888,27883,27869,27878,27867,27867,27860,27870,27867,27869,27861
630,27883,27869,27878,27867,27867,27860,27870,27867,27869,27861,27858
631,27869,27878,27867,27867,27860,27870,27867,27869,27861,27858,27877
632,27878,27867,27867,27860,27870,27867,27869,27861,27858,27877,27886
633,27867,27867,27860,27870,27867,27869,27861,27858,27877,27886,27888
634,27867,27860,27870,27867,27869,27861,27858,27877,27886,27888,27880
635,27860,27870,27867,27869,27861,27858,27877,27886,27888,27880,27896
636,27870,27867,27869,27861,27858,27877,27886,27888,27880,27896,27893
637,27867,27869,27861,27858,27877,27886,27888,27880,27896,27893,27897
638,27869,27861,27858,27877,27886,27888,27880,27896,27893,27897,27910
639,27861,27858,27877,27886,27888,27880,27896,27893,27897,27910,27905
640,27858,27877,27886,27888,27880,27896,27893,27897,27910,27905,27935
641,27877,27886,27888,27880,27896,27893,27897,27910,27905,27935,27960
642,27886,27888,27880,27896,27893,27897,27910,27905,27935,27960,27975
643,27888,27880,27896,27893,27897,27910,27905,27935,27960,27975,28044
